DataTime,PTC24,PTC23,PTC21,PTC14,VPRB7,PRESS
2025/8/19 6:18:56.000,82.97262,83.4724,79.3,79,2.143593,629.458
2025/8/19 6:19:56.000,84.67188,85.17166,80.7,80.4,1.832734,629.7359
2025/8/19 6:20:56.000,85.87136,86.17123,82.1,81.8,1.988163,630.2917
2025/8/19 6:21:56.000,87.67058,87.97044,82.9,82.6,1.988163,629.7359
2025/8/19 6:22:56.000,88.97001,89.36983,84.6,84.1,1.988163,629.7359
2025/8/19 6:23:56.000,89.66971,89.96958,85.7,85.5,1.988163,630.0138
2025/8/19 6:24:56.000,90.46936,90.86919,87,86.8,1.988163,630.2917
2025/8/19 6:25:56.000,92.36853,92.56845,87.6,87.5,2.143593,630.0138
2025/8/19 6:26:56.000,94.26771,94.36767,89,89,1.988163,630.0138
2025/8/19 6:27:56.000,95.56715,95.76706,90.6,90.6,1.988163,630.0138
2025/8/19 6:28:56.000,96.66666,96.86658,92.1,91.9,1.988163,629.7359
2025/8/19 6:29:56.000,98.26597,98.46588,93.2,93,1.988163,630.2917
2025/8/19 6:30:56.000,98.86571,99.26553,94.8,94.6,1.988163,630.0138
2025/8/19 6:31:56.000,100.565,100.7649,95.5,95.6,1.832734,630.0138
2025/8/19 6:32:56.000,101.7645,102.0643,96.2,96.4,1.832734,630.2917
2025/8/19 6:33:56.000,103.3638,103.6636,98.7,98.3,1.988163,630.2917
2025/8/19 6:34:56.000,104.6632,104.9631,99.9,99.7,1.988163,630.2917
2025/8/19 6:35:56.000,106.0626,106.3624,101.2,100.8,1.988163,630.0138
2025/8/19 6:36:56.000,107.2621,107.7618,102.4,102.2,1.988163,629.7359
2025/8/19 6:37:57.000,108.9613,109.1612,103.4,103.2,1.988163,630.2917
2025/8/19 6:38:59.000,110.0608,110.3607,104.7,104.6,2.143593,629.7359
2025/8/19 6:39:58.000,109.9609,110.4607,105.4,105.6,2.143593,630.0138
2025/8/19 6:40:59.000,112.5598,112.8596,107.2,107.3,1.988163,630.2917
2025/8/19 6:41:56.000,113.8592,114.1591,108.7,108.5,1.832734,630.2917
2025/8/19 6:42:56.000,115.2586,115.6584,110,109.9,1.988163,629.7359
2025/8/19 6:43:56.000,115.8583,116.0582,110.8,110.8,2.143593,630.0138
2025/8/19 6:44:56.000,117.6575,118.0574,112.8,112.5,1.988163,629.7359
2025/8/19 6:45:56.000,118.0574,118.6571,113.2,113.2,1.832734,630.0138
2025/8/19 6:46:56.000,121.3559,121.5558,115.2,115,1.988163,630.2917
2025/8/19 6:47:56.000,121.3559,121.5558,115.8,116,1.988163,630.2917
2025/8/19 6:48:56.000,122.7553,122.9552,117.1,117.1,1.988163,629.7359
2025/8/19 6:49:56.000,123.3551,123.7549,118.3,118.7,1.988163,630.2917
2025/8/19 6:50:56.000,125.9539,126.1538,119.8,120,1.988163,630.2917
2025/8/19 6:51:56.000,125.754,126.1538,121.1,121.2,1.988163,629.458
2025/8/19 6:52:56.000,127.5532,128.053,122.7,122.8,1.988163,630.2917
2025/8/19 6:53:56.000,129.7523,129.9522,123.1,123.5,1.988163,630.2917
2025/8/19 6:54:56.000,129.8522,130.352,124.9,124.9,1.832734,629.7359
2025/8/19 6:55:56.000,131.8514,132.2512,126.2,126.6,2.143593,630.5696
2025/8/19 6:56:56.000,133.1508,133.5506,127.5,127.5,2.143593,629.7359
2025/8/19 6:57:56.000,134.8501,135.3499,129.5,129.3,1.988163,629.7359
2025/8/19 6:58:56.000,135.7497,136.1495,130.6,130.4,1.988163,630.0138
2025/8/19 6:59:56.000,136.3494,136.7492,131.2,131.7,2.143593,630.5696
2025/8/19 7:00:56.000,137.9487,138.4485,132.4,132.8,1.988163,630.0138
2025/8/19 7:01:56.000,139.8479,140.2477,134.4,134.1,1.988163,629.7359
2025/8/19 7:02:56.000,138.9483,139.3481,134.3,134.9,1.988163,629.7359
2025/8/19 7:03:56.000,140.8475,141.1473,135.2,135.6,1.832734,630.2917
2025/8/19 7:04:56.000,142.2468,142.5467,137.1,137.4,2.143593,629.458
2025/8/19 7:05:56.000,142.4468,142.8466,137.5,138,2.143593,630.2917
2025/8/19 7:06:56.000,144.6458,145.0456,139.6,139.5,2.143593,629.7359
2025/8/19 7:07:56.000,144.246,144.7458,139.7,140.4,1.988163,629.7359
2025/8/19 7:08:56.000,145.6454,145.9452,141.4,141.9,2.143593,629.7359
2025/8/19 7:09:56.000,147.2447,147.6445,142.4,142.5,2.143593,630.2917
2025/8/19 7:10:56.000,149.2438,149.5437,143.8,143.8,2.143593,629.7359
2025/8/19 7:11:56.000,148.9439,149.3438,144.4,144.9,1.988163,629.7359
2025/8/19 7:12:56.000,150.2434,150.6432,145.4,145.7,1.988163,629.458
2025/8/19 7:13:56.000,150.7431,151.143,146,146.4,2.143593,630.0138
2025/8/19 7:14:56.000,152.1425,152.4424,147.7,147.7,1.988163,630.5696
2025/8/19 7:15:56.000,152.2425,152.5424,148.4,148.6,1.988163,629.1801
2025/8/19 7:16:56.000,154.2416,154.5415,149.9,149.8,2.143593,631.4033
2025/8/19 7:17:56.000,155.2412,155.641,150.7,150.7,1.988163,629.7359
2025/8/19 7:18:56.000,155.1412,155.4411,150.9,151.4,1.988163,629.7359
2025/8/19 7:19:56.000,156.1408,156.5406,152.1,152.1,1.988163,629.458
2025/8/19 7:20:56.000,157.4402,157.7401,152.9,152.8,2.299023,629.7359
2025/8/19 7:21:56.000,157.5402,157.94,153.7,153.6,2.143593,631.1254
2025/8/19 7:22:56.000,158.3398,158.6397,154.6,154.7,1.988163,630.0138
2025/8/19 7:23:56.000,159.2395,159.4394,155.2,155.2,1.988163,629.458
2025/8/19 7:24:56.000,160.1391,160.4389,156.2,156.2,2.143593,629.1801
2025/8/19 7:25:56.000,160.0391,160.239,156.2,156.5,1.988163,631.1254
2025/8/19 7:26:56.000,160.5389,160.7388,156.9,157.2,1.988163,629.7359
2025/8/19 7:27:56.000,161.9383,162.2382,158.2,158.2,2.143593,629.7359
2025/8/19 7:28:56.000,162.7379,162.9379,159,158.9,1.988163,629.458
2025/8/19 7:29:56.000,163.1378,163.3377,159.4,159.4,2.143593,631.1254
2025/8/19 7:30:56.000,163.6375,163.8375,160,159.9,1.988163,629.7359
2025/8/19 7:31:56.000,164.0374,164.1373,160.6,160.7,1.988163,629.7359
2025/8/19 7:32:56.000,164.1373,164.4372,160.7,160.9,1.988163,629.7359
2025/8/19 7:33:57.000,165.1369,165.3368,161.5,161.7,1.988163,629.7359
2025/8/19 7:34:56.000,165.4368,165.5367,161.7,161.9,1.988163,630.2917
2025/8/19 7:35:58.000,166.1365,166.3364,162.8,162.8,1.988163,630.5696
2025/8/19 7:36:59.000,166.6362,166.7362,163.4,163.4,2.143593,629.7359
2025/8/19 7:37:56.000,167.0361,167.236,163.9,163.9,1.988163,629.7359
2025/8/19 7:38:56.000,167.3359,167.5359,164.2,164.3,1.988163,629.7359
2025/8/19 7:39:56.000,167.8357,168.0356,164.6,164.8,1.988163,629.7359
2025/8/19 7:40:56.000,168.6354,168.7353,165.4,165.4,1.988163,630.5696
2025/8/19 7:41:56.000,168.9352,169.1352,165.8,165.7,1.988163,630.2917
2025/8/19 7:42:56.000,169.1352,169.3351,166.3,166.3,1.988163,629.7359
2025/8/19 7:43:56.000,169.535,169.6349,166.7,166.6,2.143593,629.7359
2025/8/19 7:44:56.000,170.0348,170.2347,167.2,167.2,1.988163,630.0138
2025/8/19 7:45:56.000,170.5345,170.7345,167.6,167.6,1.988163,630.0138
2025/8/19 7:46:56.000,170.6345,170.7345,167.9,167.9,2.143593,630.2917
2025/8/19 7:47:56.000,171.1343,171.3342,168.4,168.3,1.988163,630.2917
2025/8/19 7:48:56.000,171.4342,171.5341,168.8,168.7,1.988163,630.2917
2025/8/19 7:49:56.000,171.5341,171.734,169,169.1,1.988163,629.458
2025/8/19 7:50:56.000,171.834,172.0339,169.4,169.4,1.988163,629.458
2025/8/19 7:51:56.000,172.4337,172.6336,170,169.8,1.988163,631.1254
2025/8/19 7:52:56.000,172.4337,172.6336,170.2,170.2,2.143593,630.0138
2025/8/19 7:53:56.000,172.7336,172.8335,170.5,170.7,1.988163,629.7359
2025/8/19 7:54:56.000,173.1334,173.2334,170.9,170.9,1.988163,630.0138
2025/8/19 7:55:56.000,173.5332,173.6332,171.2,171.2,1.988163,630.0138
2025/8/19 7:56:56.000,173.9331,174.133,171.7,171.6,1.988163,630.2917
2025/8/19 7:57:56.000,174.2329,174.3329,172,171.9,1.988163,630.2917
2025/8/19 7:58:56.000,174.2329,174.4329,172.2,172.2,1.988163,629.458
2025/8/19 7:59:56.000,174.6328,174.8327,172.6,172.5,1.988163,629.7359
2025/8/19 8:00:56.000,174.7327,174.9326,172.7,172.7,2.143593,629.458
2025/8/19 8:01:56.000,174.9326,175.0326,173.1,173.1,1.988163,630.8475
2025/8/19 8:02:56.000,175.4324,175.5324,173.4,173.3,1.832734,629.7359
2025/8/19 8:03:56.000,175.6323,175.7323,173.6,173.5,1.988163,629.458
2025/8/19 8:04:56.000,175.7323,175.9322,173.9,173.8,1.832734,631.4033
2025/8/19 8:05:56.000,175.8322,175.9322,174,174,1.832734,629.7359
2025/8/19 8:06:56.000,176.0322,176.1321,174.3,174.3,1.832734,629.7359
2025/8/19 8:07:56.000,176.432,176.5319,174.6,174.5,1.988163,629.458
2025/8/19 8:08:56.000,176.332,176.432,174.7,174.7,1.988163,631.1254
2025/8/19 8:09:56.000,176.5319,176.6319,174.9,174.9,1.832734,629.458
2025/8/19 8:10:56.000,176.8318,176.8318,175.1,175.1,1.832734,629.458
2025/8/19 8:11:56.000,176.9318,177.0317,175.2,175.2,1.677304,630.8475
2025/8/19 8:12:56.000,177.1317,177.2316,175.5,175.4,1.677304,629.7359
2025/8/19 8:13:56.000,177.2316,177.3316,175.7,175.6,1.832734,629.458
2025/8/19 8:14:56.000,177.4315,177.5315,175.8,175.8,1.832734,629.458
2025/8/19 8:15:56.000,177.5315,177.6315,176,175.9,1.832734,630.5696
2025/8/19 8:16:56.000,177.6315,177.6315,176.1,176.1,1.832734,629.7359
2025/8/19 8:17:56.000,177.6315,177.6315,176.3,176.3,1.832734,629.458
2025/8/19 8:18:56.000,177.8314,177.9313,176.4,176.4,1.832734,631.4033
2025/8/19 8:19:56.000,178.0313,178.0313,176.6,176.5,1.832734,629.7359
2025/8/19 8:20:56.000,178.0313,178.1312,176.7,176.6,1.832734,629.458
2025/8/19 8:21:56.000,178.1312,178.1312,176.8,176.7,1.832734,629.458
2025/8/19 8:22:56.000,178.2312,178.3312,176.9,176.8,1.832734,631.1254
2025/8/19 8:23:56.000,178.3312,178.4311,177,177,1.832734,629.7359
2025/8/19 8:24:56.000,178.3312,178.4311,177.1,177,1.677304,629.458
2025/8/19 8:25:56.000,178.5311,178.5311,177.3,177.2,1.832734,629.458
2025/8/19 8:26:56.000,178.4311,178.5311,177.3,177.2,1.832734,631.1254
2025/8/19 8:27:58.000,178.5311,178.631,177.4,177.4,1.677304,629.7359
2025/8/19 8:28:59.000,178.631,178.731,177.5,177.4,1.832734,629.458
2025/8/19 8:29:56.000,178.631,178.731,177.6,177.5,1.832734,629.458
2025/8/19 8:30:56.000,178.731,178.8309,177.7,177.6,1.677304,631.4033
2025/8/19 8:31:56.000,178.731,178.8309,177.7,177.7,1.677304,629.7359
2025/8/19 8:32:56.000,178.8309,178.9309,177.8,177.8,1.677304,629.458
2025/8/19 8:33:56.000,178.9309,179.0309,177.9,177.8,1.832734,629.458
2025/8/19 8:34:56.000,178.9309,179.0309,178,177.9,1.832734,631.4033
2025/8/19 8:35:56.000,179.0309,179.0309,178.1,178,1.832734,629.7359
2025/8/19 8:36:56.000,179.0309,179.1308,178.1,178,1.832734,629.7359
2025/8/19 8:37:56.000,179.1308,179.1308,178.2,178.1,1.677304,629.7359
2025/8/19 8:38:56.000,179.1308,179.1308,178.2,178.2,1.677304,629.458
2025/8/19 8:39:56.000,179.1308,179.2308,178.3,178.2,1.832734,631.1254
2025/8/19 8:40:56.000,179.2308,179.2308,178.4,178.3,1.677304,629.7359
2025/8/19 8:41:56.000,179.2308,179.2308,178.4,178.3,1.677304,629.458
2025/8/19 8:42:56.000,179.3307,179.3307,178.5,178.4,1.832734,629.7359
2025/8/19 8:43:56.000,179.3307,179.3307,178.5,178.4,1.677304,630.8475
2025/8/19 8:44:56.000,179.3307,179.3307,178.6,178.5,1.677304,629.7359
2025/8/19 8:45:56.000,179.3307,179.4307,178.6,178.5,1.677304,629.7359
2025/8/19 8:46:56.000,179.3307,179.4307,178.6,178.6,1.832734,629.7359
2025/8/19 8:47:56.000,179.4307,179.4307,178.7,178.6,1.677304,630.5696
2025/8/19 8:48:56.000,179.4307,179.4307,178.7,178.6,1.832734,630.2917
2025/8/19 8:49:56.000,179.4307,179.5306,178.8,178.7,1.677304,629.7359
2025/8/19 8:50:56.000,179.4307,179.5306,178.8,178.7,1.677304,629.458
2025/8/19 8:51:56.000,179.5306,179.5306,178.8,178.7,1.677304,629.7359
2025/8/19 8:52:56.000,179.5306,179.5306,178.9,178.8,1.677304,631.1254
2025/8/19 8:53:56.000,179.5306,179.5306,178.9,178.8,1.677304,629.7359
2025/8/19 8:54:56.000,179.5306,179.5306,178.9,178.8,1.677304,629.458
2025/8/19 8:55:56.000,179.5306,179.6306,179,178.9,1.677304,630.0138
2025/8/19 8:56:56.000,179.5306,179.6306,179,178.9,1.677304,630.0138
2025/8/19 8:57:56.000,179.5306,179.6306,179,178.9,1.677304,630.0138
2025/8/19 8:58:56.000,179.5306,179.6306,179,178.9,1.677304,629.7359
2025/8/19 8:59:56.000,179.6306,179.6306,179,179,1.677304,629.7359
2025/8/19 9:00:56.000,179.6306,179.6306,179,179,1.677304,629.7359
2025/8/19 9:01:56.000,179.6306,179.6306,179.1,179,1.677304,629.7359
2025/8/19 9:02:56.000,179.6306,179.7305,179.1,179,1.677304,630.0138
2025/8/19 9:03:56.000,179.6306,179.7305,179.1,179,1.677304,631.1254
2025/8/19 9:04:56.000,179.6306,179.7305,179.1,179.1,1.677304,629.7359
2025/8/19 9:05:56.000,179.6306,179.7305,179.2,179.1,1.677304,629.7359
2025/8/19 9:06:56.000,179.6306,179.7305,179.2,179.1,1.677304,629.7359
2025/8/19 9:07:56.000,179.6306,179.7305,179.2,179.1,1.521874,630.0138
2025/8/19 9:08:56.000,179.7305,179.7305,179.2,179.1,1.677304,630.5696
2025/8/19 9:09:56.000,179.7305,179.7305,179.2,179.1,1.677304,629.7359
2025/8/19 9:10:56.000,179.7305,179.7305,179.2,179.1,1.677304,629.7359
2025/8/19 9:11:56.000,179.7305,179.7305,179.3,179.2,1.677304,629.7359
2025/8/19 9:12:57.000,179.7305,179.7305,179.3,179.2,1.677304,629.7359
2025/8/19 9:13:56.000,179.7305,179.8305,179.3,179.2,1.832734,631.4033
2025/8/19 9:14:56.000,179.7305,179.8305,179.3,179.2,1.677304,629.7359
2025/8/19 9:15:56.000,179.7305,179.8305,179.3,179.2,1.677304,629.7359
2025/8/19 9:16:56.000,179.7305,179.8305,179.3,179.2,1.677304,629.7359
2025/8/19 9:17:56.000,179.7305,179.8305,179.3,179.2,1.521874,629.7359
2025/8/19 9:18:56.000,179.7305,179.8305,179.4,179.3,1.677304,630.2917
2025/8/19 9:19:57.000,179.7305,179.8305,179.4,179.3,1.521874,630.5696
2025/8/19 9:20:58.000,179.7305,179.8305,179.4,179.3,1.677304,629.7359
2025/8/19 9:21:59.000,179.7305,179.8305,179.4,179.3,1.677304,629.458
2025/8/19 9:22:56.000,179.7305,179.8305,179.4,179.3,1.521874,631.4033
2025/8/19 9:23:56.000,179.7305,179.8305,179.4,179.3,1.677304,629.7359
2025/8/19 9:24:56.000,179.8305,179.8305,179.4,179.3,1.677304,629.458
2025/8/19 9:25:56.000,179.8305,179.8305,179.4,179.3,1.521874,629.458
2025/8/19 9:26:56.000,179.8305,179.8305,179.4,179.3,1.521874,631.4033
2025/8/19 9:27:56.000,179.8305,179.8305,179.4,179.3,1.521874,629.7359
2025/8/19 9:28:56.000,179.8305,179.8305,179.4,179.4,1.677304,629.458
2025/8/19 9:29:56.000,179.7305,179.8305,179.4,179.4,1.677304,630.0138
2025/8/19 9:30:56.000,179.8305,179.8305,179.4,179.4,1.677304,630.5696
2025/8/19 9:31:56.000,179.8305,179.8305,179.5,179.4,1.677304,629.7359
2025/8/19 9:32:56.000,179.8305,179.8305,179.5,179.4,1.521874,629.458
2025/8/19 9:33:56.000,179.8305,179.9305,179.5,179.4,1.521874,629.458
2025/8/19 9:34:56.000,179.8305,179.9305,179.5,179.4,1.521874,631.4033
2025/8/19 9:35:56.000,179.8305,179.8305,179.5,179.4,1.521874,629.7359
2025/8/19 9:36:56.000,179.8305,179.8305,179.5,179.4,1.677304,629.458
2025/8/19 9:37:56.000,179.8305,179.9305,179.5,179.4,1.521874,629.458
2025/8/19 9:38:56.000,179.8305,179.8305,179.5,179.4,1.677304,631.1254
2025/8/19 9:39:56.000,179.8305,179.8305,179.5,179.4,1.521874,629.7359
2025/8/19 9:40:56.000,179.8305,179.9305,179.5,179.4,1.521874,629.7359
2025/8/19 9:41:56.000,179.8305,179.9305,179.5,179.4,1.521874,629.458
2025/8/19 9:42:56.000,179.8305,179.9305,179.5,179.4,1.521874,630.5696
2025/8/19 9:43:56.000,179.8305,179.8305,179.5,179.4,1.521874,630.0138
2025/8/19 9:44:56.000,179.8305,179.9305,179.5,179.4,1.677304,629.458
2025/8/19 9:45:56.000,179.8305,179.9305,179.5,179.5,1.521874,629.458
2025/8/19 9:46:57.000,179.8305,179.9305,179.5,179.5,1.521874,630.8475
2025/8/19 9:47:56.000,179.8305,179.9305,179.5,179.5,1.521874,629.7359
2025/8/19 9:48:56.000,179.8305,179.9305,179.5,179.5,1.521874,629.7359
2025/8/19 9:49:56.000,179.8305,179.9305,179.5,179.5,1.521874,629.7359
2025/8/19 9:50:56.000,179.8305,179.9305,179.5,179.5,1.366445,629.7359
2025/8/19 9:51:56.000,179.9305,179.9305,179.5,179.5,1.521874,630.8475
2025/8/19 9:52:56.000,179.8305,179.9305,179.5,179.5,1.521874,630.0138
2025/8/19 9:53:56.000,179.8305,179.9305,179.6,179.5,1.521874,629.7359
2025/8/19 9:54:56.000,179.8305,179.9305,179.6,179.5,1.366445,629.458
2025/8/19 9:55:56.000,179.9305,179.9305,179.6,179.5,1.366445,631.4033
2025/8/19 9:56:56.000,179.8305,179.9305,179.5,179.5,1.521874,629.7359
2025/8/19 9:57:56.000,179.9305,179.9305,179.6,179.5,1.521874,629.7359
2025/8/19 9:58:56.000,179.8305,179.9305,179.6,179.5,1.521874,629.458
2025/8/19 9:59:56.000,179.9305,179.9305,179.6,179.5,1.521874,631.1254
2025/8/19 10:00:56.000,179.8305,179.9305,179.6,179.5,1.366445,630.0138
2025/8/19 10:01:56.000,179.9305,179.9305,179.6,179.5,1.366445,629.458
2025/8/19 10:02:56.000,179.9305,179.9305,179.6,179.5,1.211015,629.458
2025/8/19 10:03:56.000,179.9305,179.9305,179.6,179.5,1.521874,631.4033
2025/8/19 10:04:56.000,179.8305,179.9305,179.6,179.5,1.366445,629.7359
2025/8/19 10:05:56.000,179.8305,179.9305,179.6,179.5,1.366445,629.7359
2025/8/19 10:06:56.000,179.8305,179.8305,179.5,179.5,1.366445,630.8475
2025/8/19 10:07:56.000,179.6306,179.6306,179.4,179.3,1.366445,630.5696
2025/8/19 10:08:56.000,179.1308,179.1308,179,179,1.366445,629.1801
2025/8/19 10:09:56.000,178.631,178.731,178.7,178.6,1.211015,629.7359
2025/8/19 10:10:56.000,178.3312,178.3312,178.4,178.4,1.366445,631.4033
2025/8/19 10:11:56.000,178.3312,178.2312,178.3,178.1,1.366445,629.7359
2025/8/19 10:12:56.000,177.4315,177.4315,177.7,177.5,1.211015,630.8475
2025/8/19 10:13:56.000,176.7319,176.6319,177.1,177,1.211015,629.1801
2025/8/19 10:14:56.000,176.1321,176.0322,176.5,176.5,1.366445,629.7359
2025/8/19 10:15:57.000,175.4324,175.2325,175.8,175.8,1.211015,629.458
2025/8/19 10:16:58.000,175.1326,174.9326,175.2,175.1,1.211015,629.7359
2025/8/19 10:17:56.000,174.2329,174.133,174.5,174.4,1.211015,630.8475
2025/8/19 10:18:56.000,172.9335,172.7336,173.6,173.6,1.211015,631.1254
2025/8/19 10:19:56.000,172.7336,172.5337,173.1,172.8,1.055585,630.5696
2025/8/19 10:20:56.000,171.2342,171.0343,172.2,172,1.211015,629.7359
2025/8/19 10:21:56.000,170.0348,169.9348,171.1,170.9,1.055585,629.1801
2025/8/19 10:22:56.000,168.9352,168.7353,170.7,170.2,1.055585,628.9022
2025/8/19 10:23:56.000,167.236,166.9361,169.2,169,0.9001555,630.0138
2025/8/19 10:24:56.000,166.5363,166.2364,168.1,167.9,1.055585,631.1254
2025/8/19 10:25:56.000,165.8366,165.4368,166.7,166.7,0.9001555,629.1801
2025/8/19 10:26:56.000,164.2373,164.1373,166.1,166,0.9001555,630.2917
2025/8/19 10:27:56.000,162.7379,162.3381,164.9,164.8,0.9001555,630.0138
2025/8/19 10:28:56.000,161.6384,161.5385,163.7,163.4,0.9001555,628.9022
2025/8/19 10:29:56.000,160.9387,160.7388,162.5,162.3,0.9001555,628.9022
2025/8/19 10:30:56.000,159.5393,159.0396,161.4,161.1,0.9001555,629.7359
2025/8/19 10:31:56.000,157.6402,157.5402,160.1,159.7,0.9001555,630.8475
2025/8/19 10:32:56.000,156.5406,156.3407,158.9,158.5,0.9001555,631.1254
2025/8/19 10:33:56.000,154.7414,154.6415,157.9,157.4,0.9001555,628.9022
2025/8/19 10:34:56.000,153.9418,153.7419,156.4,156.1,0.9001555,629.458
2025/8/19 10:35:56.000,151.8427,151.6428,155.3,154.8,0.9001555,630.2917
2025/8/19 10:36:56.000,150.6432,150.4433,153.8,153.4,0.9001555,630.0138
2025/8/19 10:37:56.000,148.844,148.744,152.9,152.1,1.055585,629.1801
2025/8/19 10:38:56.000,147.8444,147.6445,151.8,151.3,0.9001555,629.7359
2025/8/19 10:39:56.000,146.6449,146.2451,150,149.6,0.7447259,630.2917
2025/8/19 10:40:56.000,145.1456,145.0456,149.2,148.5,0.9001555,630.0138
